Nonce,Incoming/Outgoing,Transaction Status,Category,Recipient Name,Token,Token Symbol,Tag,Token Amount,USD Amount,From Address,To Address,Description,Transaction Hash,Executed at,Transaction fees
60,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,60,59.13,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xB300CfaF0E4e3fBfe0c4b056277a526768887944,Bounties: Authors: Biconomy (May Questions),0xc912f20fda2148aabac9fce7d8feaab0717647f1209ac961c1ed27e3998fb968,01-06-2022 15:06:68 -04:00,0.017802 ETH
60,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,90,88.69,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xeA0bCe1a4439304052DAD4114AF345DA40160812,Bounties: Authors: Biconomy (May Questions),0xc912f20fda2148aabac9fce7d8feaab0717647f1209ac961c1ed27e3998fb968,01-06-2022 15:06:68 -04:00,0.017802 ETH
59,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,10,9.89,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x3a14832B23d3dCa67E155f6ac2bC90B0b23AfaCD,Bounties: Authors: Aave v3 (May Questions,0x1f053405e2ec067dfb89b3bd08fe8feaa49535dfad56c5139289ccd66eab79fb,01-06-2022 15:06:24 -04:00,0.132131 ETH
59,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,10,9.89,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x60c610D8b488D8846B174667C8004058296EbB8b,Bounties: Authors: Aave v3 (May Questions,0x1f053405e2ec067dfb89b3bd08fe8feaa49535dfad56c5139289ccd66eab79fb,01-06-2022 15:06:24 -04:00,0.132131 ETH
59,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,20,19.79,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x130c6e224f45B38b93268d7e5E79Db4bE30738Ff,Bounties: Authors: Aave v3 (May Questions,0x1f053405e2ec067dfb89b3bd08fe8feaa49535dfad56c5139289ccd66eab79fb,01-06-2022 15:06:24 -04:00,0.132131 ETH
59,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,10,9.89,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x988682054ca48D89ADbd5C027D750A36c86b0493,Bounties: Authors: Aave v3 (May Questions,0x1f053405e2ec067dfb89b3bd08fe8feaa49535dfad56c5139289ccd66eab79fb,01-06-2022 15:06:24 -04:00,0.132131 ETH
59,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,20,19.79,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x661e6111844f9e63c9c9f64AE285FBF771b753a7,Bounties: Authors: Aave v3 (May Questions,0x1f053405e2ec067dfb89b3bd08fe8feaa49535dfad56c5139289ccd66eab79fb,01-06-2022 15:06:24 -04:00,0.132131 ETH
59,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,100,98.99,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xeA0bCe1a4439304052DAD4114AF345DA40160812,Bounties: Authors: Aave v3 (May Questions,0x1f053405e2ec067dfb89b3bd08fe8feaa49535dfad56c5139289ccd66eab79fb,01-06-2022 15:06:24 -04:00,0.132131 ETH
59,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,50,49.49,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xa290e57ec5F9b173Ab8469421666cA198F72a6C2,Bounties: Authors: Aave v3 (May Questions,0x1f053405e2ec067dfb89b3bd08fe8feaa49535dfad56c5139289ccd66eab79fb,01-06-2022 15:06:24 -04:00,0.132131 ETH
59,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,50,49.49,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x3ca9dF4c6Abd98066e7da1429E114A5FCb3b72E7,Bounties: Authors: Aave v3 (May Questions,0x1f053405e2ec067dfb89b3bd08fe8feaa49535dfad56c5139289ccd66eab79fb,01-06-2022 15:06:24 -04:00,0.132131 ETH
59,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,50,49.49,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x59D084cc9fd72fb7947b32625bae732a0E8C11e2,Bounties: Authors: Aave v3 (May Questions,0x1f053405e2ec067dfb89b3bd08fe8feaa49535dfad56c5139289ccd66eab79fb,01-06-2022 15:06:24 -04:00,0.132131 ETH
59,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,50,49.49,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x3693C13E5DA13aD8C5642680C960C874B7A07Cf2,Bounties: Authors: Aave v3 (May Questions,0x1f053405e2ec067dfb89b3bd08fe8feaa49535dfad56c5139289ccd66eab79fb,01-06-2022 15:06:24 -04:00,0.132131 ETH
59,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,50,49.49,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xB300CfaF0E4e3fBfe0c4b056277a526768887944,Bounties: Authors: Aave v3 (May Questions,0x1f053405e2ec067dfb89b3bd08fe8feaa49535dfad56c5139289ccd66eab79fb,01-06-2022 15:06:24 -04:00,0.132131 ETH
59,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,50,49.49,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xc3758df3108BfF9b182DFBe40EB5F6465015f62C,Bounties: Authors: Aave v3 (May Questions,0x1f053405e2ec067dfb89b3bd08fe8feaa49535dfad56c5139289ccd66eab79fb,01-06-2022 15:06:24 -04:00,0.132131 ETH
59,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,50,49.49,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xF9067331DCB593C9D4532b6ae30aec4AF2Ee415D,Bounties: Authors: Aave v3 (May Questions,0x1f053405e2ec067dfb89b3bd08fe8feaa49535dfad56c5139289ccd66eab79fb,01-06-2022 15:06:24 -04:00,0.132131 ETH
59,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,50,49.49,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xb7F4Cf86f976432C9BA46b0a955eAd4640e89643,Bounties: Authors: Aave v3 (May Questions,0x1f053405e2ec067dfb89b3bd08fe8feaa49535dfad56c5139289ccd66eab79fb,01-06-2022 15:06:24 -04:00,0.132131 ETH
59,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,50,49.49,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xEf477e0042f37ECC206A01eFb290049cA7D70639,Bounties: Authors: Aave v3 (May Questions,0x1f053405e2ec067dfb89b3bd08fe8feaa49535dfad56c5139289ccd66eab79fb,01-06-2022 15:06:24 -04:00,0.132131 ETH
59,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,50,49.49,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xE8Ce63e54e9208D3894e413f5EC2c41DDEBe86E9,Bounties: Authors: Aave v3 (May Questions,0x1f053405e2ec067dfb89b3bd08fe8feaa49535dfad56c5139289ccd66eab79fb,01-06-2022 15:06:24 -04:00,0.132131 ETH
59,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,50,49.49,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xD50F62dE505690025405d07eE47BCFcC2B0A889D,Bounties: Authors: Aave v3 (May Questions,0x1f053405e2ec067dfb89b3bd08fe8feaa49535dfad56c5139289ccd66eab79fb,01-06-2022 15:06:24 -04:00,0.132131 ETH
59,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,50,49.49,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x7aF2D9A872Cbb1Bc19fcBd75A4241776Ab63dcCA,Bounties: Authors: Aave v3 (May Questions,0x1f053405e2ec067dfb89b3bd08fe8feaa49535dfad56c5139289ccd66eab79fb,01-06-2022 15:06:24 -04:00,0.132131 ETH
58,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,100,100.96,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x3a2De4DAA43250b99255363004f7A9A7Fd7f927a,Bounties: Reviewers: Uniswap (Batch 1) (Jessgeth catch up),0x2239cb88f897802fcbefa523927ff6e6507834d5bdc35ea0d3b10df1ea12829a,25-05-2022 14:05:65 -04:00,0.016071 ETH
57,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,62.5,63.1,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x91707502A8DFDC523f7a6f2c218cC9a52777d5ad,Bounties: Reviewers: Olympus (Batch 4),0x9fda8e1565a0a186c5d999cab4afbf9d2ff49017250dee7228409af0b3be0f8b,25-05-2022 14:05:24 -04:00,0.017073 ETH
57,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,187.5,189.3,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x2b8745F6038CfB99480DF926fAc08A70cb460Ab1,Bounties: Reviewers: Olympus (Batch 4),0x9fda8e1565a0a186c5d999cab4afbf9d2ff49017250dee7228409af0b3be0f8b,25-05-2022 14:05:24 -04:00,0.017073 ETH
57,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,50,50.48,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x3497a07684658042de0446fc8bCa6595b80d38f3,Bounties: Reviewers: Olympus (Batch 4),0x9fda8e1565a0a186c5d999cab4afbf9d2ff49017250dee7228409af0b3be0f8b,25-05-2022 14:05:24 -04:00,0.017073 ETH
57,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,187.5,189.3,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x51062AF21E68007edfa5D4f8c19B59DeF76aBF4c,Bounties: Reviewers: Olympus (Batch 4),0x9fda8e1565a0a186c5d999cab4afbf9d2ff49017250dee7228409af0b3be0f8b,25-05-2022 14:05:24 -04:00,0.017073 ETH
57,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,125,126.2,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x52F58796dA5B8D462b4FBE63dc3414D42A9776B9,Bounties: Reviewers: Olympus (Batch 4),0x9fda8e1565a0a186c5d999cab4afbf9d2ff49017250dee7228409af0b3be0f8b,25-05-2022 14:05:24 -04:00,0.017073 ETH
57,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,37.5,37.86,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x6781C5841B7b5e61d0C3afE8bd081f02161aD239,Bounties: Reviewers: Olympus (Batch 4),0x9fda8e1565a0a186c5d999cab4afbf9d2ff49017250dee7228409af0b3be0f8b,25-05-2022 14:05:24 -04:00,0.017073 ETH
56,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,200,202,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xd46F34fff1493ABd7e61Fe84cbd38d81e36f94d3,Bounties: Analysts: Olympus (Batch 4),0xd06de8561efacf6eb652eb7d6b4262266f677b48649a93b996dd7f4165fa65f0,25-05-2022 14:05:86 -04:00,0.054393 ETH
56,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,325,328.25,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x694aCF4DFb7601F92A0D2a41cdEC5bf7726C7294,Bounties: Analysts: Olympus (Batch 4),0xd06de8561efacf6eb652eb7d6b4262266f677b48649a93b996dd7f4165fa65f0,25-05-2022 14:05:86 -04:00,0.054393 ETH
56,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,200,202,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xBb7C2f56756750C89fDa7Ae331754b1EBfFeeaA9,Bounties: Analysts: Olympus (Batch 4),0xd06de8561efacf6eb652eb7d6b4262266f677b48649a93b996dd7f4165fa65f0,25-05-2022 14:05:86 -04:00,0.054393 ETH
56,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,500,505,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x705064cc968023e0aD703C73A6cf3f75f0d04D4F,Bounties: Analysts: Olympus (Batch 4),0xd06de8561efacf6eb652eb7d6b4262266f677b48649a93b996dd7f4165fa65f0,25-05-2022 14:05:86 -04:00,0.054393 ETH
56,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,250,252.5,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x980b4854E9E8E2f5f24dF5549B754aDe61204640,Bounties: Analysts: Olympus (Batch 4),0xd06de8561efacf6eb652eb7d6b4262266f677b48649a93b996dd7f4165fa65f0,25-05-2022 14:05:86 -04:00,0.054393 ETH
56,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,275,277.75,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x0331C1Ce75F315a49849BE77B6a37b1959eBb1EB,Bounties: Analysts: Olympus (Batch 4),0xd06de8561efacf6eb652eb7d6b4262266f677b48649a93b996dd7f4165fa65f0,25-05-2022 14:05:86 -04:00,0.054393 ETH
56,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,500,505,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xeB9d856C73a624da354fD3bEC616E8Cc7ffc56f9,Bounties: Analysts: Olympus (Batch 4),0xd06de8561efacf6eb652eb7d6b4262266f677b48649a93b996dd7f4165fa65f0,25-05-2022 14:05:86 -04:00,0.054393 ETH
56,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,225,227.25,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xb10dbeB51ae5507beb1285da85543795012006F7,Bounties: Analysts: Olympus (Batch 4),0xd06de8561efacf6eb652eb7d6b4262266f677b48649a93b996dd7f4165fa65f0,25-05-2022 14:05:86 -04:00,0.054393 ETH
56,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,75,75.75,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x267C4f42ec0D443a3268fA4aFdA0Aa37c25A205F,Bounties: Analysts: Olympus (Batch 4),0xd06de8561efacf6eb652eb7d6b4262266f677b48649a93b996dd7f4165fa65f0,25-05-2022 14:05:86 -04:00,0.054393 ETH
56,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,125,126.25,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xdd1d8b4a8594C112396d3Ff89EADCe424dA3A39B,Bounties: Analysts: Olympus (Batch 4),0xd06de8561efacf6eb652eb7d6b4262266f677b48649a93b996dd7f4165fa65f0,25-05-2022 14:05:86 -04:00,0.054393 ETH
56,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,75,75.75,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x7f71C8Bb0BcE1D2a9f17Fa056fE9d8a423Df7b8d,Bounties: Analysts: Olympus (Batch 4),0xd06de8561efacf6eb652eb7d6b4262266f677b48649a93b996dd7f4165fa65f0,25-05-2022 14:05:86 -04:00,0.054393 ETH
56,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,150,151.5,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x9101ffd7e76CAf8c9F6B41AEcbf1927e1a16fF62,Bounties: Analysts: Olympus (Batch 4),0xd06de8561efacf6eb652eb7d6b4262266f677b48649a93b996dd7f4165fa65f0,25-05-2022 14:05:86 -04:00,0.054393 ETH
56,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,75,75.75,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x7bC06426C05Ad5FD30365993376d0e6Db98821f2,Bounties: Analysts: Olympus (Batch 4),0xd06de8561efacf6eb652eb7d6b4262266f677b48649a93b996dd7f4165fa65f0,25-05-2022 14:05:86 -04:00,0.054393 ETH
56,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,75,75.75,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x062995F29C9a1D60d951C229f3D048F8003D2d6F,Bounties: Analysts: Olympus (Batch 4),0xd06de8561efacf6eb652eb7d6b4262266f677b48649a93b996dd7f4165fa65f0,25-05-2022 14:05:86 -04:00,0.054393 ETH
56,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,75,75.75,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x69c36B2F048B24fcF7f9Ae27208caCa4193359eA,Bounties: Analysts: Olympus (Batch 4),0xd06de8561efacf6eb652eb7d6b4262266f677b48649a93b996dd7f4165fa65f0,25-05-2022 14:05:86 -04:00,0.054393 ETH
56,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,125,126.25,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xF9067331DCB593C9D4532b6ae30aec4AF2Ee415D,Bounties: Analysts: Olympus (Batch 4),0xd06de8561efacf6eb652eb7d6b4262266f677b48649a93b996dd7f4165fa65f0,25-05-2022 14:05:86 -04:00,0.054393 ETH
56,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,75,75.75,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x3ca9dF4c6Abd98066e7da1429E114A5FCb3b72E7,Bounties: Analysts: Olympus (Batch 4),0xd06de8561efacf6eb652eb7d6b4262266f677b48649a93b996dd7f4165fa65f0,25-05-2022 14:05:86 -04:00,0.054393 ETH
56,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,75,75.75,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x661e6111844f9e63c9c9f64AE285FBF771b753a7,Bounties: Analysts: Olympus (Batch 4),0xd06de8561efacf6eb652eb7d6b4262266f677b48649a93b996dd7f4165fa65f0,25-05-2022 14:05:86 -04:00,0.054393 ETH
56,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,75,75.75,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xa290e57ec5F9b173Ab8469421666cA198F72a6C2,Bounties: Analysts: Olympus (Batch 4),0xd06de8561efacf6eb652eb7d6b4262266f677b48649a93b996dd7f4165fa65f0,25-05-2022 14:05:86 -04:00,0.054393 ETH
56,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,75,75.75,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xE8Ce63e54e9208D3894e413f5EC2c41DDEBe86E9,Bounties: Analysts: Olympus (Batch 4),0xd06de8561efacf6eb652eb7d6b4262266f677b48649a93b996dd7f4165fa65f0,25-05-2022 14:05:86 -04:00,0.054393 ETH
56,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,50,50.5,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x237b7E3910F21051b386173aE86F98f0971444B6,Bounties: Analysts: Olympus (Batch 4),0xd06de8561efacf6eb652eb7d6b4262266f677b48649a93b996dd7f4165fa65f0,25-05-2022 14:05:86 -04:00,0.054393 ETH
56,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,50,50.5,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x27daDcAC8613dE8D27519BFF92A3e0Fa7fd16871,Bounties: Analysts: Olympus (Batch 4),0xd06de8561efacf6eb652eb7d6b4262266f677b48649a93b996dd7f4165fa65f0,25-05-2022 14:05:86 -04:00,0.054393 ETH
56,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,50,50.5,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xC36767412E96f139F0C9D2965A8f1459f58BEbf1,Bounties: Analysts: Olympus (Batch 4),0xd06de8561efacf6eb652eb7d6b4262266f677b48649a93b996dd7f4165fa65f0,25-05-2022 14:05:86 -04:00,0.054393 ETH
56,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,50,50.5,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x988682054ca48D89ADbd5C027D750A36c86b0493,Bounties: Analysts: Olympus (Batch 4),0xd06de8561efacf6eb652eb7d6b4262266f677b48649a93b996dd7f4165fa65f0,25-05-2022 14:05:86 -04:00,0.054393 ETH
56,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,200,202,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xAfB5853Ba41eE4d8886eD66793535218bEc8F1A9,Bounties: Analysts: Olympus (Batch 4),0xd06de8561efacf6eb652eb7d6b4262266f677b48649a93b996dd7f4165fa65f0,25-05-2022 14:05:86 -04:00,0.054393 ETH
56,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,800,808,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x9DF9A3B2894f43bE2eEc3825dabE55BDF2d9080e,Bounties: Analysts: Olympus (Batch 4),0xd06de8561efacf6eb652eb7d6b4262266f677b48649a93b996dd7f4165fa65f0,25-05-2022 14:05:86 -04:00,0.054393 ETH
56,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,200,202,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x7c855e1bF411Ab5975235bC8C74E032615073044,Bounties: Analysts: Olympus (Batch 4),0xd06de8561efacf6eb652eb7d6b4262266f677b48649a93b996dd7f4165fa65f0,25-05-2022 14:05:86 -04:00,0.054393 ETH
56,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,275,277.75,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x80D39e43045cB4e31540b460C4a3352B8FF07b46,Bounties: Analysts: Olympus (Batch 4),0xd06de8561efacf6eb652eb7d6b4262266f677b48649a93b996dd7f4165fa65f0,25-05-2022 14:05:86 -04:00,0.054393 ETH
56,Outgoing,Success,Bounty,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,200,202,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x1f5151cB84dD8D207A78371Ff30DEc3361A2CDa3,Bounties: Analysts: Olympus (Batch 4),0xd06de8561efacf6eb652eb7d6b4262266f677b48649a93b996dd7f4165fa65f0,25-05-2022 14:05:86 -04:00,0.054393 ETH
55,Outgoing,Success,Compensation,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,1500,--,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xBc4F1eE9F6DeB455342E7984C300D820b535C98f,UI Design: Token Staking Page (50%) (2 of 2),0x19e34ae7aafc32746f04715404a558dd5cf1fbaf248080f86e5a9b980d2911c1,27-05-2022 15:05:00 -04:00,0.009859 ETH
54,Outgoing,Success,Other,,ETH,,,0,--,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x57260a45C6c2564a27215f2b0a8319E112770791,Wonderverse Multi-Send,0xdb4244f9cfef0ea402464d44faa3cb67859655feff44e11fc621c86162cb9803,27-05-2022 15:05:00 -04:00,0.006116 ETH
54,Outgoing,Success,Other,braxb46,ETH,,,0,--,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x119b12911AFd0c85c13C7e84a37F35Cc0D0f094A,Wonderverse Multi-Send,0xdb4244f9cfef0ea402464d44faa3cb67859655feff44e11fc621c86162cb9803,27-05-2022 15:05:00 -04:00,0.006116 ETH
54,Outgoing,Success,Other,,ETH,,,0,--,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xCd8952738C29e5A7636dFb862112D427B466F833,Wonderverse Multi-Send,0xdb4244f9cfef0ea402464d44faa3cb67859655feff44e11fc621c86162cb9803,27-05-2022 15:05:00 -04:00,0.006116 ETH
53,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,27.32,150.4,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x3a2De4DAA43250b99255363004f7A9A7Fd7f927a,Bounties: Reviewers: Uniswap (Batch 5),0xb9da8327d30c073a5f966493729963480d92abb84a272d09ea0868907f8c9e7e,27-05-2022 15:05:00 -04:00,0.011505 ETH
53,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,13.66,75.2,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x91707502A8DFDC523f7a6f2c218cC9a52777d5ad,Bounties: Reviewers: Uniswap (Batch 5),0xb9da8327d30c073a5f966493729963480d92abb84a272d09ea0868907f8c9e7e,27-05-2022 15:05:00 -04:00,0.011505 ETH
53,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,13.66,75.2,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x00E0A2d0207e43D0943f4B5Aa30b0849684Ae906,Bounties: Reviewers: Uniswap (Batch 5),0xb9da8327d30c073a5f966493729963480d92abb84a272d09ea0868907f8c9e7e,27-05-2022 15:05:00 -04:00,0.011505 ETH
52,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,54.64,300.46,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xAfB5853Ba41eE4d8886eD66793535218bEc8F1A9,Bounties: Analysts: Uniswap (Batch 5),0x28b25009739c8fba7e09ef3d842fb7101099521d8c3c54b56e4d2ed1c58f1e88,27-05-2022 15:05:00 -04:00,0.074721 ETH
52,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,54.64,300.46,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x7c855e1bF411Ab5975235bC8C74E032615073044,Bounties: Analysts: Uniswap (Batch 5),0x28b25009739c8fba7e09ef3d842fb7101099521d8c3c54b56e4d2ed1c58f1e88,27-05-2022 15:05:00 -04:00,0.074721 ETH
